col1|col2|col3|col4|col5|col6|col7|col8
209|4|500|14|5,12|0|0.00|0
210|1|50|6|30|0|0.00|0
210|2|150|14|4,10|0|0.00|0
210|3|300|5|180|0|0.00|0
210|4|500|14|5,12|0|0.00|0
510|1|50|6|30|0|0.00|0
510|2|150|14|4,10|0|0.00|0
510|3|300|5|180|0|0.00|0
510|4|500|14|5,12|0|0.00|0
1029|1|50|6|30|0|0.00|0
1029|2|150|14|4,10|0|0.00|0
1029|3|300|5|180|0|0.00|0
1029|4|500|14|5,12|0|0.00|0
1030|1|50|6|30|0|0.00|0
1030|2|150|14|4,10|0|0.00|0
1030|3|300|5|180|0|0.00|0
1030|4|500|14|5,12|0|0.00|0
2101|1|50|28|90,120,30|0|0.00|0
2101|2|150|39|2,2,15|0|0.00|0
2101|3|300|38|2,2,15|0|0.00|0
2101|4|500|25|4,10|0|0.00|0
2102|1|50|28|90,120,30|0|0.00|0
2102|2|150|39|2,2,15|0|0.00|0
2102|3|300|38|2,2,15|0|0.00|0
2102|4|500|25|4,10|0|0.00|0
2103|1|50|4|135|0|0.00|0
2103|2|150|31|3,1,10|0|0.00|0
2103|3|300|5|100|0|0.00|0
2103|4|500|34|4,1,12|0|0.00|0
2104|1|50|4|135|0|0.00|0
2104|2|150|31|3,1,10|0|0.00|0
2104|3|300|5|100|0|0.00|0
2104|4|500|34|4,1,12|0|0.00|0
2105|1|50|28|90,120,30|0|0.00|0
2105|2|150|39|3,2,15|0|0.00|0
2105|3|300|38|4,2,15|0|0.00|0
2105|4|500|37|25|0|0.00|0
2106|1|50|28|90,120,30|0|0.00|0
2106|2|150|39|3,2,15|0|0.00|0
2106|3|300|38|4,2,15|0|0.00|0
2106|4|500|37|25|0|0.00|0
2107|1|50|28|105,140,35|0|0.00|0
2107|2|150|39|3,2,15|0|0.00|0
2107|3|300|21|4,40|0|0.00|0
2107|4|500|38|3,2,15|0|0.00|0
2108|1|50|28|105,140,35|0|0.00|0
2108|2|150|39|3,2,15|0|0.00|0
2108|3|300|21|4,40|0|0.00|0
2108|4|500|38|3,2,15|0|0.00|0
2109|1|50|4|135|0|0.00|0
2109|2|150|31|3,1,10|0|0.00|0
2109|3|300|5|100|0|0.00|0
2109|4|500|34|4,1,12|0|0.00|0
2110|1|50|4|135|0|0.00|0
2110|2|150|31|3,1,10|0|0.00|0
2110|3|300|5|100|0|0.00|0
2110|4|500|34|4,1,12|0|0.00|0
2111|1|50|4|100|0|0.00|0
2111|2|150|31|3,1,10|0|0.00|0
2111|3|300|28|75,0,25|0|0.00|0
2111|4|500|34|4,1,12|0|0.00|0
2112|1|50|4|100|0|0.00|0
2112|2|150|31|3,1,10|0|0.00|0
2112|3|300|28|75,0,25|0|0.00|0
2112|4|500|34|4,1,12|0|0.00|0
2113|1|50|4|100|0|0.00|0
2113|2|150|31|3,1,10|0|0.00|0
2113|3|300|28|75,0,25|0|0.00|0
2113|4|500|34|4,1,12|0|0.00|0
2114|1|100|28|60,80,20|0|0.00|0
2114|2|300|34|4,1,10|0|0.00|0
2115|1|100|28|60,80,20|0|0.00|0
2115|2|300|34|4,1,10|0|0.00|0
2117|1|100|28|60,80,20|0|0.00|0
2117|2|300|34|4,1,10|0|0.00|0
2118|1|100|28|60,80,20|0|0.00|0
2118|2|300|34|4,1,10|0|0.00|0
2120|1|100|28|60,80,20|0|0.00|0
2120|2|300|34|4,1,10|0|0.00|0
2121|1|100|28|60,80,20|0|0.00|0
2121|2|300|34|4,1,10|0|0.00|0
2122|1|100|28|60,80,20|0|0.00|0
2122|2|300|34|4,1,10|0|0.00|0
2123|1|100|28|60,80,20|0|0.00|0
2123|2|300|34|4,1,10|0|0.00|0
2124|1|100|28|60,80,20|0|0.00|0
2124|2|300|34|4,1,10|0|0.00|0
2125|1|100|28|60,80,20|0|0.00|0
2125|2|300|34|4,1,10|0|0.00|0
2150|1|50|28|0,100,60|0|0.00|0
2150|2|150|31|3,5,10|0|0.00|0
2150|3|300|28|120,50,0|0|0.00|0
2150|4|500|34|3,5,12|0|0.00|0
2151|1|50|28|0,100,60|0|0.00|0
2151|2|150|31|3,5,10|0|0.00|0
2151|3|300|28|120,50,0|0|0.00|0
2151|4|500|34|3,5,12|0|0.00|0
2152|1|50|4|120|0|0.00|0
2152|2|150|31|3,5,10|0|0.00|0
2152|3|300|5|100|0|0.00|0
2152|4|500|34|4,5,10|0|0.00|0
2153|1|50|4|120|0|0.00|0
2153|2|150|31|3,5,10|0|0.00|0
2153|3|300|5|100|0|0.00|0
2153|4|500|34|4,5,12|0|0.00|0
2154|1|50|28|60,120,30|0|0.00|0
2154|2|150|34|3,5,10|0|0.00|0
2154|3|300|28|100,100,60|0|0.00|0
2154|4|500|34|3,5,12|0|0.00|0
2155|1|50|4|120|0|0.00|0
2155|2|150|31|3,5,10|0|0.00|0
2155|3|300|5|100|0|0.00|0
2155|4|500|34|4,5,12|0|0.00|0
2156|1|50|4|120|0|0.00|0
2156|2|150|31|3,5,10|0|0.00|0
2156|3|300|5|100|0|0.00|0
2156|4|500|34|4,5,12|0|0.00|0
2157|1|50|28|100,120,50|0|0.00|0
2157|2|150|39|3,3,12|0|0.00|0
2157|3|300|21|4,40|0|0.00|0
2157|4|500|38|3,3,15|0|0.00|0
2158|1|50|28|100,120,50|0|0.00|0
2158|2|150|39|3,3,12|0|0.00|0
2158|3|300|21|4,40|0|0.00|0
2158|4|500|38|3,3,15|0|0.00|0
2159|1|50|4|120|0|0.00|0
2159|2|150|39|3,3,12|0|0.00|0
2159|3|300|5|100|0|0.00|0
2159|4|500|38|4,3,12|0|0.00|0
2162|1|100|28|75,100,25|0|0.00|0
2162|2|300|14|4,10|0|0.00|0
2163|1|100|28|75,100,25|0|0.00|0
2163|2|300|14|4,10|0|0.00|0
2169|1|100|28|60,80,20|0|0.00|0
2169|2|300|9|5|0|0.00|0
2181|1|100|5|120|0|0.00|0
2181|2|200|14|4,12|0|0.00|0
2181|3|350|4|550|0|0.00|0
2181|4|600|21|1,40|0|0.00|0
2182|1|100|6|50|0|0.00|0
2182|2|200|14|4,12|0|0.00|0
2182|3|350|5|120|0|0.00|0
2182|4|600|21|2,40|0|0.00|0
2183|1|100|4|200|0|0.00|0
2183|2|200|14|4,12|0|0.00|0
2183|3|350|5|160|0|0.00|0
2183|4|600|21|3,40|0|0.00|0
2184|1|100|5|120|0|0.00|0
2184|2|200|15|4,12|0|0.00|0
2184|3|350|4|380|0|0.00|0
2184|4|600|14|4,12|0|0.00|0
2185|1|100|6|50|0|0.00|0
2185|2|200|15|4,12|0|0.00|0
2185|3|350|5|100|0|0.00|0
2185|4|600|14|4,12|0|0.00|0
2186|1|50|28|0,100,100|0|0.00|0
2186|2|150|31|3,10,12|0|0.00|0
2186|3|300|28|100,100,0|0|0.00|0
2186|4|500|34|3,10,12|0|0.00|0
2187|1|50|6|50|0|0.00|0
2187|2|150|31|4,10,12|0|0.00|0
2187|3|300|4|120|0|0.00|0
2187|4|500|34|4,10,12|0|0.00|0
2188|1|50|28|0,100,100|0|0.00|0
2188|2|150|31|3,10,12|0|0.00|0
2188|3|300|28|100,100,0|0|0.00|0
2188|4|500|34|3,10,12|0|0.00|0
2189|1|50|28|0,160,60|0|0.00|0
2189|2|150|9|5|0|0.00|0
2189|3|300|28|90,0,60|0|0.00|0
2189|4|500|34|3,10,12|0|0.00|0
2190|1|50|6|55|0|0.00|0
2190|2|150|31|4,10,12|0|0.00|0
2190|3|300|4|110|0|0.00|0
2190|4|500|34|4,10,12|0|0.00|0
2191|1|50|6|50|0|0.00|0
2191|2|150|31|4,10,12|0|0.00|0
2191|3|300|4|120|0|0.00|0
2191|4|500|34|4,10,12|0|0.00|0
2192|1|50|6|60|0|0.00|0
2192|2|150|31|4,10,12|0|0.00|0
2192|3|300|4|100|0|0.00|0
2192|4|500|34|4,10,12|0|0.00|0
2193|1|50|6|60|0|0.00|0
2193|2|150|31|4,10,12|0|0.00|0
2193|3|300|4|100|0|0.00|0
2193|4|500|34|4,10,12|0|0.00|0
221|1|100|5|120|0|0.00|0
221|2|200|22|75|0|0.00|0
221|3|350|4|550|0|0.00|0
221|4|600|8|2|0|0.00|0
222|1|100|5|120|0|0.00|0
222|2|200|22|75|0|0.00|0
222|3|350|4|550|0|0.00|0
222|4|600|8|2|0|0.00|0
591|1|100|5|120|0|0.00|0
591|2|200|22|75|0|0.00|0
591|3|350|4|550|0|0.00|0
591|4|600|8|2|0|0.00|0
1081|1|100|5|120|0|0.00|0
1081|2|200|22|75|0|0.00|0
1081|3|350|4|550|0|0.00|0
1081|4|600|8|2|0|0.00|0
223|1|100|6|50|0|0.00|0
223|2|200|22|76|0|0.00|0
223|3|350|5|120|0|0.00|0
223|4|600|8|2|0|0.00|0
224|1|100|6|50|0|0.00|0
224|2|200|22|76|0|0.00|0
224|3|350|5|120|0|0.00|0
224|4|600|8|2|0|0.00|0
592|1|100|6|50|0|0.00|0
592|2|200|22|76|0|0.00|0
592|3|350|5|120|0|0.00|0
592|4|600|8|2|0|0.00|0
1083|1|100|6|50|0|0.00|0
1083|2|200|22|76|0|0.00|0
1083|3|350|5|120|0|0.00|0
1083|4|600|8|2|0|0.00|0
225|1|100|4|200|0|0.00|0
225|2|200|22|77|0|0.00|0
225|3|350|5|160|0|0.00|0
225|4|600|8|2|0|0.00|0
226|1|100|4|200|0|0.00|0
226|2|200|22|77|0|0.00|0
226|3|350|5|160|0|0.00|0
226|4|600|8|2|0|0.00|0
593|1|100|4|200|0|0.00|0
593|2|200|22|77|0|0.00|0
593|3|350|5|160|0|0.00|0
593|4|600|8|2|0|0.00|0
1085|1|100|4|200|0|0.00|0
1085|2|200|22|77|0|0.00|0
1085|3|350|5|160|0|0.00|0
1085|4|600|8|2|0|0.00|0
227|1|100|5|120|0|0.00|0
227|2|200|10|659|0|0.00|0
227|3|350|4|380|0|0.00|0
227|4|600|11|878|0|0.00|0
228|1|100|5|120|0|0.00|0
228|2|200|10|659|0|0.00|0
228|3|350|4|380|0|0.00|0
228|4|600|11|878|0|0.00|0
2281|1|50|28|120,160,40|0|0.00|0
2281|2|150|31|3,1,12|0|0.00|0
2281|3|300|34|3,1,12|0|0.00|0
2281|4|500|30|2281,4|0|0.00|0
2282|1|50|28|120,160,40|0|0.00|0
2282|2|150|31|4,1,15|0|0.00|0
2282|3|300|34|4,1,15|0|0.00|0
2282|4|500|30|2282,4|0|0.00|0
2283|1|50|6|35|0|0.00|0
2283|2|150|39|3,4,12|0|0.00|0
2283|3|300|28|60,120,0|0|0.00|0
2283|4|500|38|3,4,12|0|0.00|0
2284|1|50|6|35|0|0.00|0
2284|2|150|39|3,4,12|0|0.00|0
2284|3|300|28|60,120,0|0|0.00|0
2284|4|500|38|3,4,12|0|0.00|0
2285|1|50|28|120,160,40|0|0.00|0
2285|2|150|38|3,4,15|0|0.00|0
2285|3|300|38|3,4,15|0|0.00|0
2285|4|500|30|2285,4|0|0.00|0
2286|1|50|28|60,120,35|0|0.00|0
2286|2|150|39|3,4,12|0|0.00|0
2286|3|300|38|3,4,12|0|0.00|0
2286|4|500|30|2286,4|0|0.00|0
2287|1|50|6|35|0|0.00|0
2287|2|150|31|4,1,10|0|0.00|0
2287|3|300|28|60,120,0|0|0.00|0
2287|4|500|34|4,1,10|0|0.00|0
2288|1|50|6|35|0|0.00|0
2288|2|150|34|4,1,10|0|0.00|0
2288|3|300|28|60,120,0|0|0.00|0
2288|4|500|34|4,1,10|0|0.00|0
2289|1|50|6|35|0|0.00|0
2289|2|150|39|3,4,12|0|0.00|0
2289|3|300|28|60,120,0|0|0.00|0
2289|4|500|38|3,4,12|0|0.00|0
229|1|100|6|50|0|0.00|0
229|2|200|15|3,10|0|0.00|0
229|3|350|5|100|0|0.00|0
229|4|600|14|4,10|0|0.00|0
230|1|100|6|50|0|0.00|0
230|2|200|15|3,10|0|0.00|0
230|3|350|5|100|0|0.00|0
230|4|600|14|4,10|0|0.00|0
595|1|100|6|50|0|0.00|0
595|2|200|15|3,10|0|0.00|0
595|3|350|5|100|0|0.00|0
595|4|600|14|4,10|0|0.00|0
1089|1|100|6|50|0|0.00|0
1089|2|200|15|3,10|0|0.00|0
1089|3|350|5|100|0|0.00|0
1089|4|600|14|4,10|0|0.00|0
1090|1|100|6|50|0|0.00|0
1090|2|200|15|3,10|0|0.00|0
1090|3|350|5|100|0|0.00|0
1090|4|600|14|4,10|0|0.00|0
24|1|50|4|180|0|0.00|0
24|2|100|22|75|0|0.00|0
24|3|200|4|500|0|0.00|0
24|4|400|22|444|0|0.00|0
511|1|50|4|180|0|0.00|0
511|2|100|22|75|0|0.00|0
511|3|200|4|500|0|0.00|0
511|4|400|22|444|0|0.00|0
28|1|50|4|180|0|0.00|0
28|2|100|22|180|0|0.00|0
28|3|200|5|140|0|0.00|0
28|4|400|22|592|0|0.00|0
512|1|50|4|180|0|0.00|0
512|2|100|22|180|0|0.00|0
512|3|200|5|140|0|0.00|0
512|4|400|22|592|0|0.00|0
296|1|50|6|50|0|0.00|0
296|2|100|15|3,10|0|0.00|0
296|3|200|6|100|0|0.00|0
296|4|400|11|773|0|0.00|0
299|1|50|6|50|0|0.00|0
299|2|100|15|3,10|0|0.00|0
299|3|200|6|100|0|0.00|0
299|4|400|21|6,25|0|0.00|0
302|1|50|6|50|0|0.00|0
302|2|100|15|3,5|0|0.00|0
302|3|200|6|100|0|0.00|0
302|4|400|11|774|0|0.00|0
305|1|50|6|50|0|0.00|0
305|2|100|15|3,10|0|0.00|0
305|3|200|6|100|0|0.00|0
305|4|400|11|775|0|0.00|0
308|1|50|6|50|0|0.00|0
308|2|100|15|3,10|0|0.00|0
308|3|200|6|100|0|0.00|0
308|4|400|9|3|0|0.00|0
310|1|50|5|90|0|0.00|0
310|2|100|9|1|0|0.00|0
310|3|200|4|500|0|0.00|0
310|4|400|21|6,25|0|0.00|0
571|1|50|5|90|0|0.00|0
571|2|100|9|1|0|0.00|0
571|3|200|4|500|0|0.00|0
571|4|400|21|6,25|0|0.00|0
312|1|50|5|90|0|0.00|0
312|2|100|9|1|0|0.00|0
312|3|200|4|500|0|0.00|0
312|4|400|21|6,25|0|0.00|0
572|1|50|5|90|0|0.00|0
572|2|100|9|1|0|0.00|0
572|3|200|4|500|0|0.00|0
572|4|400|21|6,25|0|0.00|0
314|1|50|5|90|0|0.00|0
314|2|100|9|1|0|0.00|0
314|3|200|4|500|0|0.00|0
314|4|400|21|6,25|0|0.00|0
573|1|50|5|90|0|0.00|0
573|2|100|9|1|0|0.00|0
573|3|200|4|500|0|0.00|0
573|4|400|21|6,25|0|0.00|0
316|1|50|5|90|0|0.00|0
316|2|100|9|2|0|0.00|0
316|3|200|4|500|0|0.00|0
316|4|400|21|6,25|0|0.00|0
574|1|50|5|90|0|0.00|0
574|2|100|9|2|0|0.00|0
574|3|200|4|500|0|0.00|0
574|4|400|21|6,25|0|0.00|0
318|1|50|5|90|0|0.00|0
318|2|100|9|2|0|0.00|0
318|3|200|4|500|0|0.00|0
318|4|400|21|6,25|0|0.00|0
575|1|50|5|90|0|0.00|0
575|2|100|9|2|0|0.00|0
575|3|200|4|500|0|0.00|0
575|4|400|21|6,25|0|0.00|0
32|1|50|4|180|0|0.00|0
32|2|100|9|3|0|0.00|0
32|3|200|5|140|0|0.00|0
32|4|400|9|4|0|0.00|0
513|1|50|4|180|0|0.00|0
513|2|100|9|3|0|0.00|0
513|3|200|5|140|0|0.00|0
513|4|400|9|4|0|0.00|0
344|1|50|6|50|0|0.00|0
344|2|150|14|4,10|0|0.00|0
344|3|300|5|120|0|0.00|0
344|4|500|9|2|0|0.00|0
345|1|50|6|50|0|0.00|0
345|2|150|14|4,10|0|0.00|0
345|3|300|5|120|0|0.00|0
345|4|500|9|2|0|0.00|0
1046|1|50|6|50|0|0.00|0
1046|2|150|14|4,10|0|0.00|0
1046|3|300|5|120|0|0.00|0
1046|4|500|9|2|0|0.00|0
346|1|50|6|50|0|0.00|0
346|2|150|14|4,10|0|0.00|0
346|3|300|5|120|0|0.00|0
346|4|500|9|2|0|0.00|0
347|1|50|6|50|0|0.00|0
347|2|150|14|4,10|0|0.00|0
347|3|300|5|120|0|0.00|0
347|4|500|9|2|0|0.00|0
1047|1|50|6|50|0|0.00|0
1047|2|150|14|4,10|0|0.00|0
1047|3|300|5|120|0|0.00|0
1047|4|500|9|2|0|0.00|0
348|1|50|6|50|0|0.00|0
348|2|150|14|4,10|0|0.00|0
348|3|300|5|120|0|0.00|0
348|4|500|9|4|0|0.00|0
349|1|50|6|50|0|0.00|0
349|2|150|14|4,10|0|0.00|0
349|3|300|5|120|0|0.00|0
349|4|500|9|4|0|0.00|0
1048|1|50|6|50|0|0.00|0
1048|2|150|14|4,10|0|0.00|0
1048|3|300|5|120|0|0.00|0
1048|4|500|9|4|0|0.00|0
355|1|50|4|170|0|0.00|0
355|2|150|9|2|0|0.00|0
355|3|300|5|180|0|0.00|0
355|4|500|14|3,10|0|0.00|0
356|1|50|4|170|0|0.00|0
356|2|150|9|2|0|0.00|0
356|3|300|5|180|0|0.00|0
356|4|500|14|3,10|0|0.00|0
816|1|50|4|170|0|0.00|0
816|2|150|9|2|0|0.00|0
816|3|300|5|180|0|0.00|0
816|4|500|14|3,10|0|0.00|0
816|5|0|11|1846|1|1.10|3720
357|1|50|4|170|0|0.00|0
357|2|150|9|2|0|0.00|0
357|3|300|5|180|0|0.00|0
357|4|500|11|681|0|0.00|0
358|1|50|4|170|0|0.00|0
358|2|150|9|2|0|0.00|0
358|3|300|5|180|0|0.00|0
358|4|500|11|681|0|0.00|0
817|1|50|4|170|0|0.00|0
817|2|150|9|2|0|0.00|0
817|3|300|5|180|0|0.00|0
817|4|500|11|681|0|0.00|0
817|5|0|10001|10001|1|1.10|3721
359|1|50|4|170|0|0.00|0
359|2|150|22|592|0|0.00|0
359|3|300|5|180|0|0.00|0
359|4|500|22|180|0|0.00|0
360|1|50|4|170|0|0.00|0
360|2|150|22|592|0|0.00|0
360|3|300|5|180|0|0.00|0
360|4|500|22|180|0|0.00|0
818|1|50|4|170|0|0.00|0
818|2|150|22|592|0|0.00|0
818|3|300|5|180|0|0.00|0
818|4|500|22|180|0|0.00|0
818|5|0|10002|10002|1|1.10|3722
36|1|50|4|180|0|0.00|0
36|2|100|9|3|0|0.00|0
36|3|200|5|140|0|0.00|0
36|4|400|9|4|0|0.00|0
514|1|50|4|180|0|0.00|0
514|2|100|9|3|0|0.00|0
514|3|200|5|140|0|0.00|0
514|4|400|9|4|0|0.00|0
361|1|50|4|170|0|0.00|0
361|2|150|9|2|0|0.00|0
361|3|300|5|180|0|0.00|0
361|4|500|11|189|0|0.00|0
362|1|50|4|170|0|0.00|0
362|2|150|9|2|0|0.00|0
362|3|300|5|180|0|0.00|0
362|4|500|11|189|0|0.00|0
819|1|50|4|170|0|0.00|0
819|2|150|9|2|0|0.00|0
819|3|300|5|180|0|0.00|0
819|4|500|11|189|0|0.00|0
819|5|0|11|1842|1|1.10|3723
363|1|50|4|170|0|0.00|0
363|2|150|9|2|0|0.00|0
363|3|300|5|180|0|0.00|0
363|4|500|11|681|0|0.00|0
364|1|50|4|170|0|0.00|0
364|2|150|9|2|0|0.00|0
364|3|300|5|180|0|0.00|0
364|4|500|11|681|0|0.00|0
820|1|50|4|170|0|0.00|0
820|2|150|9|2|0|0.00|0
820|3|300|5|180|0|0.00|0
820|4|500|11|681|0|0.00|0
820|5|0|10003|10003|1|1.10|3724
365|1|50|4|170|0|0.00|0
365|2|150|9|2|0|0.00|0
365|3|300|5|180|0|0.00|0
365|4|500|14|3,10|0|0.00|0
366|1|50|4|170|0|0.00|0
366|2|150|9|2|0|0.00|0
366|3|300|5|180|0|0.00|0
366|4|500|14|3,10|0|0.00|0
821|1|50|4|170|0|0.00|0
821|2|150|9|2|0|0.00|0
821|3|300|5|180|0|0.00|0
821|4|500|14|3,10|0|0.00|0
821|5|0|10004|10004|1|1.10|3725
367|1|50|4|170|0|0.00|0
367|2|150|9|2|0|0.00|0
367|3|300|5|180|0|0.00|0
367|4|500|14|3,10|0|0.00|0
368|1|50|4|170|0|0.00|0
368|2|150|9|2|0|0.00|0
368|3|300|5|180|0|0.00|0
368|4|500|14|3,10|0|0.00|0
822|1|50|4|170|0|0.00|0
822|2|150|9|2|0|0.00|0
822|3|300|5|180|0|0.00|0
822|4|500|14|3,10|0|0.00|0
822|5|0|10005|10005|1|1.10|3950
369|1|50|4|170|0|0.00|0
369|2|150|14|4,10|0|0.00|0
369|3|300|5|180|0|0.00|0
369|4|500|22|845|0|0.00|0
370|1|50|4|170|0|0.00|0
370|2|150|14|4,10|0|0.00|0
370|3|300|5|180|0|0.00|0
370|4|500|22|845|0|0.00|0
823|1|50|4|170|0|0.00|0
823|2|150|14|4,10|0|0.00|0
823|3|300|5|180|0|0.00|0
823|4|500|22|845|0|0.00|0
823|5|0|10006|10006|1|1.10|3951
371|1|50|4|170|0|0.00|0
371|2|150|9|2|0|0.00|0
371|3|300|5|180|0|0.00|0
371|4|500|11|735|0|0.00|0
372|1|50|4|170|0|0.00|0
372|2|150|9|2|0|0.00|0
372|3|300|5|180|0|0.00|0
372|4|500|11|735|0|0.00|0
824|1|50|4|170|0|0.00|0
824|2|150|9|2|0|0.00|0
824|3|300|5|180|0|0.00|0
824|4|500|11|735|0|0.00|0
824|5|0|10007|10007|1|1.10|3952
373|1|50|4|170|0|0.00|0
373|2|150|15|3,10|0|0.00|0
373|3|300|5|180|0|0.00|0
373|4|500|14|4,10|0|0.00|0
374|1|50|4|170|0|0.00|0
374|2|150|15|3,10|0|0.00|0
374|3|300|5|180|0|0.00|0
374|4|500|14|4,10|0|0.00|0
825|1|50|4|170|0|0.00|0
825|2|150|15|3,10|0|0.00|0
825|3|300|5|180|0|0.00|0
825|4|500|14|4,10|0|0.00|0
825|5|0|10008|10008|1|1.10|3953
375|1|50|4|170|0|0.00|0
375|2|150|9|2|0|0.00|0
375|3|300|5|180|0|0.00|0
375|4|500|11|1377|0|0.00|0
376|1|50|4|170|0|0.00|0
376|2|150|9|2|0|0.00|0
376|3|300|5|180|0|0.00|0
376|4|500|11|1377|0|0.00|0
826|1|50|4|170|0|0.00|0
826|2|150|9|2|0|0.00|0
826|3|300|5|180|0|0.00|0
826|4|500|11|1377|0|0.00|0
826|5|0|11|1877|1|1.10|3954
377|1|50|4|170|0|0.00|0
377|2|150|15|3,10|0|0.00|0
377|3|300|5|180|0|0.00|0
377|4|500|14|4,10|0|0.00|0
378|1|50|4|170|0|0.00|0
378|2|150|15|3,10|0|0.00|0
378|3|300|5|180|0|0.00|0
378|4|500|14|4,10|0|0.00|0
827|1|50|4|170|0|0.00|0
827|2|150|15|3,10|0|0.00|0
827|3|300|5|180|0|0.00|0
827|4|500|14|4,10|0|0.00|0
827|5|0|10009|10009|1|1.10|3955
388|1|50|6|20|0|0.00|0
388|2|150|9|2|0|0.00|0
388|3|300|4|200|0|0.00|0
388|4|500|14|4,10|0|0.00|0
389|1|50|6|20|0|0.00|0
389|2|150|9|2|0|0.00|0
389|3|300|4|200|0|0.00|0
389|4|500|14|4,10|0|0.00|0
390|1|50|6|20|0|0.00|0
390|2|150|9|2|0|0.00|0
390|3|300|4|200|0|0.00|0
390|4|500|14|4,10|0|0.00|0
391|1|50|6|20|0|0.00|0
391|2|150|9|2|0|0.00|0
391|3|300|4|200|0|0.00|0
391|4|500|14|4,10|0|0.00|0
392|1|50|6|20|0|0.00|0
392|2|150|22|77|0|0.00|0
392|3|300|4|200|0|0.00|0
392|4|500|22|446|0|0.00|0
393|1|50|6|20|0|0.00|0
393|2|150|22|77|0|0.00|0
393|3|300|4|200|0|0.00|0
393|4|500|22|446|0|0.00|0
394|1|50|6|20|0|0.00|0
394|2|150|22|180|0|0.00|0
394|3|300|4|200|0|0.00|0
394|4|500|22|78|0|0.00|0
395|1|50|6|20|0|0.00|0
395|2|150|22|180|0|0.00|0
395|3|300|4|200|0|0.00|0
395|4|500|22|78|0|0.00|0
396|1|50|6|20|0|0.00|0
396|2|150|9|2|0|0.00|0
396|3|300|4|200|0|0.00|0
396|4|500|11|736|0|0.00|0
397|1|50|6|20|0|0.00|0
397|2|150|9|2|0|0.00|0
397|3|300|4|200|0|0.00|0
397|4|500|11|736|0|0.00|0
4|1|50|6|20|0|0.00|0
4|2|150|9|2|0|0.00|0
4|3|300|5|120|0|0.00|0
4|4|500|14|4,10|0|0.00|0
408|1|50|6|20|0|0.00|0
408|2|150|9|2|0|0.00|0
408|3|300|5|120|0|0.00|0
408|4|500|14|4,10|0|0.00|0
40|1|50|4|180|0|0.00|0
40|2|100|22|180|0|0.00|0
40|3|200|5|140|0|0.00|0
40|4|400|22|592|0|0.00|0
515|1|50|4|180|0|0.00|0
515|2|100|22|180|0|0.00|0
515|3|200|5|140|0|0.00|0
515|4|400|22|592|0|0.00|0
413|1|50|5|90|0|0.00|0
413|2|100|14|3,10|0|0.00|0
413|3|200|4|500|0|0.00|0
413|4|400|14|4,10|0|0.00|0
414|1|50|5|90|0|0.00|0
414|2|100|14|3,10|0|0.00|0
414|3|200|4|500|0|0.00|0
414|4|400|14|4,10|0|0.00|0
1066|1|50|5|90|0|0.00|0
1066|2|100|14|3,10|0|0.00|0
1066|3|200|4|500|0|0.00|0
1066|4|400|14|4,10|0|0.00|0
415|1|50|5|90|0|0.00|0
415|2|100|14|3,10|0|0.00|0
415|3|200|4|500|0|0.00|0
415|4|400|14|4,10|0|0.00|0
416|1|50|5|90|0|0.00|0
416|2|100|14|3,10|0|0.00|0
416|3|200|4|500|0|0.00|0
416|4|400|14|4,10|0|0.00|0
1067|1|50|5|90|0|0.00|0
1067|2|100|14|3,10|0|0.00|0
1067|3|200|4|500|0|0.00|0
1067|4|400|14|4,10|0|0.00|0
417|1|50|5|90|0|0.00|0
417|2|100|14|3,10|0|0.00|0
417|3|200|4|500|0|0.00|0
417|4|400|14|4,10|0|0.00|0
418|1|50|5|90|0|0.00|0
418|2|100|14|3,10|0|0.00|0
418|3|200|4|500|0|0.00|0
418|4|400|14|4,10|0|0.00|0
1068|1|50|5|90|0|0.00|0
1068|2|100|14|3,10|0|0.00|0
1068|3|200|4|500|0|0.00|0
1068|4|400|14|4,10|0|0.00|0
419|1|50|5|90|0|0.00|0
419|2|100|14|3,10|0|0.00|0
419|3|200|4|500|0|0.00|0
419|4|400|14|4,10|0|0.00|0
420|1|50|5|90|0|0.00|0
420|2|100|14|3,10|0|0.00|0
420|3|200|4|500|0|0.00|0
420|4|400|14|4,10|0|0.00|0
1069|1|50|5|90|0|0.00|0
1069|2|100|14|3,10|0|0.00|0
1069|3|200|4|500|0|0.00|0
1069|4|400|14|4,10|0|0.00|0
421|1|50|5|90|0|0.00|0
421|2|100|14|3,10|0|0.00|0
421|3|200|4|500|0|0.00|0
421|4|400|14|4,10|0|0.00|0
422|1|50|5|90|0|0.00|0
422|2|100|14|3,10|0|0.00|0
422|3|200|4|500|0|0.00|0
422|4|400|14|4,10|0|0.00|0
1070|1|50|5|90|0|0.00|0
1070|2|100|14|3,10|0|0.00|0
1070|3|200|4|500|0|0.00|0
1070|4|400|14|4,10|0|0.00|0
432|1|50|6|50|0|0.00|0
432|2|100|22|75|0|0.00|0
432|3|200|4|200|0|0.00|0
432|4|400|32|3,1,15|0|0.00|0
433|1|50|6|50|0|0.00|0
433|2|100|22|75|0|0.00|0
433|3|200|4|200|0|0.00|0
433|4|400|32|3,1,15|0|0.00|0
434|1|50|6|50|0|0.00|0
434|2|100|22|76|0|0.00|0
434|3|200|4|200|0|0.00|0
434|4|400|32|3,2,15|0|0.00|0
435|1|50|6|50|0|0.00|0
435|2|100|22|76|0|0.00|0
435|3|200|4|200|0|0.00|0
