col_1|col_2|col_3
1995|無法控制∣不倒意志30%．絕境復活變狂．轉暗屬．暗屬防禦90%|SI124SI261SI005
1996|強化盾．非強化吸收∣風化三追擊．轉∣無視減傷|SI254SI221SI251
1997|強化盾．非強化吸收∣風化五追擊．轉∣無視減傷|SI254SI221SI251
1998|強化盾．非強化吸收∣風化七追擊．轉∣無視減傷|SI254SI221SI251
1999|循環累積9↑心符石盾|SI036
2000|循環累積12↑心符石盾|SI036
2001|循環累積15↑心符石盾|SI036
2002|循環累積20↑心符石盾|SI036
2003|循環累積30↑心符石盾|SI036
2004|循環累積50↑心符石盾|SI036
2005|循環累積90↑心符石盾|SI036
2006|首回暗引爆．右敵狂暴∣黑白符石|SI305SI168SI215
2007|攻擊無效∣缺協助者．附加消除．技能重置|SI257SI123SI121
2008|2秒轉珠∣無視減傷|SI165SI251
2009|暗攻盾∣技能封鎖∣人魔剋制．攻|SI005SI122SI348
2010|暗攻無效∣單直行轉暗．雙直行暗轉光∣首消暗追擊零化|SI005SI056SI047SI117
2011|CD3-防禦0∣扣血100%|SI159SI252SI132
2012|CD1∣同歸於盡|SI159SI132
2013|3回水回2倍∣自殺|SI396SI161
2014|5回水回2倍∣自殺|SI396SI161
2015|7回水回2倍∣自殺|SI396SI161
2016|3回火回2倍∣自殺|SI397SI161
2017|5回火回2倍∣自殺|SI397SI161
2018|7回火回2倍∣自殺|SI397SI161
2019|3回木回2倍∣自殺|SI398SI161
2020|5回木回2倍∣自殺|SI398SI161
2021|7回木回2倍∣自殺|SI398SI161
2022|3回光回2倍∣自殺|SI399SI161
2023|5回光回2倍∣自殺|SI399SI161
2024|7回光回2倍∣自殺|SI399SI161
2025|3回暗回2倍∣自殺|SI400SI161
2026|5回暗回2倍∣自殺|SI400SI161
2027|7回暗回2倍∣自殺|SI400SI161
2028|3回人回2倍∣自殺|SI369SI161
2029|5回人回2倍∣自殺|SI369SI161
2030|7回人回2倍∣自殺|SI369SI161
2031|3回獸回2倍∣自殺|SI370SI161
2032|5回獸回2倍∣自殺|SI370SI161
2033|7回獸回2倍∣自殺|SI370SI161
2034|3回妖回2倍∣自殺|SI372SI161
2035|5回妖回2倍∣自殺|SI372SI161
2036|7回妖回2倍∣自殺|SI372SI161
2037|3回龍回2倍∣自殺|SI371SI161
2038|5回龍回2倍∣自殺|SI371SI161
2039|7回龍回2倍∣自殺|SI371SI161
2040|3回神回2倍∣自殺|SI367SI161
2041|5回神回2倍∣自殺|SI367SI161
2042|7回神回2倍∣自殺|SI367SI161
2043|3回魔回2倍∣自殺|SI368SI161
2044|5回魔回2倍∣自殺|SI368SI161
2045|7回魔回2倍∣自殺|SI368SI161
2046|3回水回零化∣自殺|SI401SI161
2047|5回水回零化∣自殺|SI401SI161
2048|7回水回零化∣自殺|SI401SI161
2049|3回火回零化∣自殺|SI402SI161
2050|5回火回零化∣自殺|SI402SI161
2051|7回火回零化∣自殺|SI402SI161
2052|3回木回零化∣自殺|SI403SI161
2053|5回木回零化∣自殺|SI403SI161
2054|7回木回零化∣自殺|SI403SI161
2055|3回光回零化∣自殺|SI404SI161
2056|5回光回零化∣自殺|SI404SI161
2057|7回光回零化∣自殺|SI404SI161
2058|3回暗回零化∣自殺|SI405SI161
2059|5回暗回零化∣自殺|SI405SI161
2060|7回暗回零化∣自殺|SI405SI161
2061|3回水攻2倍∣自殺|SI006SI161
2062|5回水攻2倍∣自殺|SI006SI161
2063|7回水攻2倍∣自殺|SI006SI161
2064|3回火攻2倍∣自殺|SI007SI161
2065|5回火攻2倍∣自殺|SI007SI161
2066|7回火攻2倍∣自殺|SI007SI161
2067|3回木攻2倍∣自殺|SI008SI161
2068|5回木攻2倍∣自殺|SI008SI161
2069|7回木攻2倍∣自殺|SI008SI161
2070|3回光攻2倍∣自殺|SI009SI161
2071|5回光攻2倍∣自殺|SI009SI161
2072|7回光攻2倍∣自殺|SI009SI161
2073|3回暗攻2倍∣自殺|SI010SI161
2074|5回暗攻2倍∣自殺|SI010SI161
2075|7回暗攻2倍∣自殺|SI010SI161
2076|3回人攻2倍∣自殺|SI069SI161
2077|5回人攻2倍∣自殺|SI069SI161
2078|7回人攻2倍∣自殺|SI069SI161
2079|3回獸攻2倍∣自殺|SI070SI161
2080|5回獸攻2倍∣自殺|SI070SI161
2081|7回獸攻2倍∣自殺|SI070SI161
2082|3回妖攻2倍∣自殺|SI072SI161
2083|5回妖攻2倍∣自殺|SI072SI161
2084|7回妖攻2倍∣自殺|SI072SI161
2085|3回龍攻2倍∣自殺|SI071SI161
2086|5回龍攻2倍∣自殺|SI071SI161
2087|7回龍攻2倍∣自殺|SI071SI161
2088|3回神攻2倍∣自殺|SI067SI161
2089|5回神攻2倍∣自殺|SI067SI161
2090|7回神攻2倍∣自殺|SI067SI161
2091|3回魔攻2倍∣自殺|SI068SI161
2092|5回魔攻2倍∣自殺|SI068SI161
2093|7回魔攻2倍∣自殺|SI068SI161
2094|3回水攻零化∣自殺|SI336SI161
2095|5回水攻零化∣自殺|SI336SI161
2096|7回水攻零化∣自殺|SI336SI161
2097|3回火攻零化∣自殺|SI337SI161
2098|3回火攻零化∣自殺|SI337SI161
2099|7回火攻零化∣自殺|SI337SI161
2100|3回木攻零化∣自殺|SI338SI161
2101|5回木攻零化∣自殺|SI338SI161
2102|7回木攻零化∣自殺|SI338SI161
2103|3回光攻零化∣自殺|SI339SI161
2104|5回光攻零化∣自殺|SI339SI161
2105|7回光攻零化∣自殺|SI339SI161
2106|3回暗攻零化∣自殺|SI340SI161
2107|5回暗攻零化∣自殺|SI340SI161
2108|7回暗攻零化∣自殺|SI340SI161
2109|3回人攻零化∣自殺|SI344SI161
2110|5回人攻零化∣自殺|SI344SI161
2111|7回人攻零化∣自殺|SI344SI161
2112|3回獸攻零化∣自殺|SI345SI161
2113|5回獸攻零化∣自殺|SI345SI161
2114|7回獸攻零化∣自殺|SI345SI161
2115|3回妖攻零化∣自殺|SI347SI161
2116|5回妖攻零化∣自殺|SI347SI161
2117|7回妖攻零化∣自殺|SI347SI161
2118|3回龍攻零化∣自殺|SI346SI161
2119|5回龍攻零化∣自殺|SI346SI161
2120|7回龍攻零化∣自殺|SI346SI161
2121|3回神攻零化∣自殺|SI342SI161
2122|5回神攻零化∣自殺|SI342SI161
2123|7回神攻零化∣自殺|SI342SI161
2124|3回魔攻零化∣自殺|SI343SI161
2125|5回魔攻零化∣自殺|SI343SI161
2126|7回魔攻零化∣自殺|SI343SI161
2126|7回魔攻零化∣自殺|SI343SI161
2127|同屬防禦75%∣首回圍城．攻後敵屬弱化鎖定10%∣越扣越強25%|SI250SI158SI139
2128|同屬防禦90%∣首回圍城．攻後敵屬弱化鎖定20%∣越扣越強50%|SI250SI158SI139
2129|同屬防禦75%∣中毒40%∣首回攻後雙重敵屬電擊|SI250SI135SI236
2130|同屬防禦90%∣中毒90%∣首回攻後三重敵屬電擊|SI250SI135SI236
2131|同屬防禦75%∣人類禁錮∣強化盾．非強化反擊100%|SI250SI122SI254
2132|同屬防禦90%∣人類禁錮∣強化盾．非強化二連反擊100%|SI250SI122SI254
2133|同屬防禦75%∣人類禁錮∣越戰越強．銀|SI250SI122SI188
2134|同屬防禦90%∣人類禁錮∣越戰越強．金|SI250SI122SI188
2135|同屬防禦75%∣獸類禁錮∣中毒40%|SI250SI122SI135
2136|同屬防禦90%∣獸類禁錮∣中毒90%|SI250SI122SI135
2137|同屬防禦75%∣獸類技能封鎖．攻擊提升∣攻後外內木輪轉．消木敵回2-10%|SI250SI122SI070SI303SI047SI212
2138|同屬防禦90%∣獸類技能封鎖．攻擊提升∣攻後外內木輪轉．消木敵回2-10%|SI250SI122SI070SI303SI047SI212
2139|同屬防禦75%∣神族禁錮∣6↑Combo追擊盾|SI250SI122SI104
2140|同屬防禦90%∣神族禁錮∣10↑Combo追擊盾|SI250SI122SI108
2141|同屬防禦75%∣神族技能封鎖．攻擊提升∣循環累積15↑相剋符石盾∣越攻越強|SI250SI122SI067SI188
2142|同屬防禦90%∣神族技能封鎖．攻擊提升∣循環累積30↑相剋符石盾∣越攻越強|SI250SI122SI067SI188
2143|同屬防禦75%∣妖精技能封鎖．攻擊提升∣2秒轉珠|SI250SI122SI072SI165
2144|同屬防禦90%∣妖精技能封鎖．攻擊提升∣2秒轉珠|SI250SI122SI072SI165
2145|同屬防禦75%∣妖精禁錮∣延伸燃燒10%|SI250SI122SI229
2146|同屬防禦90%∣妖精禁錮∣雙重延伸燃燒10%|SI250SI122SI229
2147|同屬防禦75%∣龍類禁錮∣X形燃燒10%|SI250SI122SI229
2148|同屬防禦90%∣龍類禁錮∣X形燃燒10%|SI250SI122SI229
2149|同屬防禦75%∣龍類技能封鎖．攻擊提升∣首消光屬吸收|SI250SI122SI071SI014
2150|同屬防禦90%∣龍類技能封鎖．攻擊提升∣首消光屬吸收|SI250SI122SI071SI014
2151|同屬防禦75%∣魔族技能封鎖．攻擊提升∣無法控制|SI250SI122SI068SI124
2152|同屬防禦90%∣魔族技能封鎖．攻擊提升∣無法控制|SI250SI122SI068SI124
2153|同屬防禦75%∣魔族禁錮∣25%盾|SI250SI122SI257
2154|同屬防禦90%∣魔族禁錮∣20%盾|SI250SI122SI257
2155|先攻．二五直行轉火∣攻後火縱橫輪轉∣強化盾|SI160SI302SI047SI254
2156|先攻．二五直行轉木∣攻後木縱橫輪轉∣強化盾|SI160SI303SI047SI254
2157|先攻．二五直行轉光∣攻後光縱橫輪轉∣強化盾|SI160SI304SI047SI254
2158|先攻．二五直行轉暗∣攻後暗縱橫輪轉∣強化盾|SI160SI305SI047SI254
2159|附加消除重置∣黑白符石|SI121SI123SI215
2160|附加消除重置∣4↑Combo追擊盾|SI121SI123SI102
2161|附加消除重置∣6↑Combo追擊盾|SI121SI123SI104
2162|附加消除重置∣8↑Combo追擊盾|SI121SI123SI106
2163|附加消除重置∣軌跡問號|SI121SI123SI224
2164|附加消除重置∣軌跡黏附|SI121SI123SI228
2165|附加消除重置∣始終盾|SI121SI123SI183
2166|5回攻擊無效∣攻後側行風化3000∣強化盾|SI169SI221SI254
2167|5回攻擊無效∣攻後側行風化6000∣強化盾|SI169SI221SI254
2168|5回攻擊無效∣攻後側行風化9000∣強化盾|SI169SI221SI254
2169|5回攻擊無效∣攻後側行風化12000∣強化盾|SI169SI221SI254
2170|5回攻擊無效∣攻後側行風化15000∣強化盾|SI169SI221SI254
2171|隨機轉水∣攻後水縱橫輪轉∣越扣越強20%|SI301SI047SI139
2172|隨機轉水∣攻後水縱橫輪轉∣首消水傷害吸收∣轉珠技無效|SI301SI047SI011SI122SI058
2173|隨機轉火∣攻後火縱橫輪轉∣血弱追擊|SI302SI047SI188
2174|隨機轉火∣攻後火縱橫輪轉∣首消火傷害吸收∣轉珠技無效|SI302SI047SI012SI122SI058
2175|隨機轉木∣攻後木縱橫輪轉∣始終盾|SI303SI047SI183
2176|隨機轉木∣攻後木縱橫輪轉∣首消木傷害吸收∣轉珠技無效|SI303SI047SI013SI122SI058
2177|隨機轉光∣攻後光縱橫輪轉∣攻後光電擊|SI304SI047SI236
2178|隨機轉光∣攻後光縱橫輪轉∣首消光傷害吸收∣轉珠技無效|SI304SI047SI014SI122SI058
2179|隨機轉暗∣攻後暗縱橫輪轉∣消暗吸血2%|SI305SI047SI136
2180|隨機轉暗∣攻後暗縱橫輪轉∣首消暗傷害吸收∣轉珠技無效|SI305SI047SI015SI122SI058
2181|3回水攻零化|SI336
2182|5回水攻零化|SI336
2183|7回水攻零化|SI336
2184|3回火攻零化|SI337
2185|5回火攻零化|SI337
2186|7回火攻零化|SI337
2187|3回木攻零化|SI338
2188|5回木攻零化|SI338
2189|7回木攻零化|SI338
2190|3回光攻零化|SI339
2191|5回光攻零化|SI339
2192|7回光攻零化|SI339
2193|3回暗攻零化|SI340
2194|5回暗攻零化|SI340
2195|7回暗攻零化|SI340
2196|3回人攻零化|SI344
2197|5回人攻零化|SI344
2198|7回人攻零化|SI344
2199|3回獸攻零化|SI345
2200|5回獸攻零化|SI345
2201|7回獸攻零化|SI345
2202|3回妖攻零化|SI347
2203|5回妖攻零化|SI347
2204|7回妖攻零化|SI347
2205|3回龍攻零化|SI346
2206|5回龍攻零化|SI346
2207|7回龍攻零化|SI346
2208|3回神攻零化|SI342
2209|5回神攻零化|SI342
2210|7回神攻零化|SI342
2211|3回魔攻零化|SI343
2212|5回魔攻零化|SI343
2213|7回魔攻零化|SI343
2214|突擊．二五直行轉水∣隨機轉水∣消水零化縮時0.2-1秒|SI160SI001SI113
2215|突擊．單直行轉水∣隨機轉水∣消水零化縮時0.2-1秒∣半血雙轉水．狂暴|SI160SI301SI047SI011SI165SI188
2216|突擊．水圍城∣隨機轉水∣消水零化縮時0.2-1秒∣半血雙轉水．狂怒|SI160SI001SI188
2217|睡眠鎖定．轉∣甦醒傷害吸收．狂怒200%∣無法控制|SI200SI239SI124
2218|雙重睡眠鎖定．轉∣甦醒傷害吸收．狂怒500%∣無法控制|SI200SI239SI124
2219|三重睡眠鎖定．轉∣甦醒傷害吸收．狂怒1000%∣無法控制|SI200SI239SI124
2220|攻前盾∣攻後滅心回復25%∣越攻越強．六攻完殺|SI250SI045SI188
2221|攻前盾∣攻後滅心回復50%∣越攻越強．四攻完殺|SI250SI045SI188
2221|攻前盾∣攻後滅心回復50%∣越攻越強．四攻完殺|SI250SI045SI188
2222|6回心禁消∣攻前盾∣攻後滅心回復100%∣越攻越強．四攻完殺|SI043SI250SI045SI188
2223|木屬防禦90%∣垂死反擊5000|SI003SI216
2224|首回敵轉暗∣黑白符石∣CD3-同歸於盡∣無法控制|SI020SI215SI132SI168SI124
2225|弱化圍城．心弱化鎖定20%∣木禁消|SI158SI341SI040
2226|附加消除重置∣首消木追擊零化∣軌跡問號|SI121SI123SI224SI115
2227|火屬技能封鎖∣火凍結∣強化防禦90%|SI122SI219SI238
2228|火屬禁錮∣火心凍結∣強化零化|SI122SI219SI230
2229|全龍7回龍攻2倍∣非全龍附加消除重置∣自殺|SI071SI121SI123SI161
2230|3回人回零化∣自殺|SI375SI161
2231|5回人回零化∣自殺|SI375SI161
2232|7回人回零化∣自殺|SI375SI161
2233|3回獸回零化∣自殺|SI376SI161
2234|5回獸回零化∣自殺|SI376SI161
2235|7回獸回零化∣自殺|SI376SI161
2236|3回妖回零化∣自殺|SI378SI161
2237|5回妖回零化∣自殺|SI378SI161
2238|7回妖回零化∣自殺|SI378SI161
2239|3回龍回零化∣自殺|SI377SI161
2240|5回龍回零化∣自殺|SI377SI161
2241|7回龍回零化∣自殺|SI377SI161
2242|3回神回零化∣自殺|SI373SI161
2243|5回神回零化∣自殺|SI373SI161
2244|7回神回零化∣自殺|SI373SI161
2245|3回魔回零化∣自殺|SI374SI161
2246|5回魔回零化∣自殺|SI374SI161
2247|7回魔回零化∣自殺|SI374SI161
2248|全龍7回龍攻2倍∣非全龍附加消除重置．7回神攻零化∣自殺|SI071SI121SI123SI342SI161
2249|首回回復∣符石強化∣技能回復∣首消心傷害吸收|SI214SI235SI125SI045
2250|首回回復∣符石強化∣首消心傷害吸收|SI214SI235SI045
2251|睡眠鎖定．轉∣甦醒傷害吸收．狂怒200%∣無法控制|SI200SI239SI124
2252|雙重睡眠鎖定．轉∣甦醒傷害吸收．狂怒500%∣無法控制|SI200SI239SI124
2253|三重睡眠鎖定．轉∣甦醒傷害吸收．狂怒1000%∣無法控制|SI200SI239SI124
2254|睡眠鎖定．轉∣甦醒傷害吸收．狂怒200%∣無法控制|SI200SI239SI124
2255|雙重睡眠鎖定．轉∣甦醒傷害吸收．狂怒500%∣無法控制|SI200SI239SI124
2256|三重睡眠鎖定．轉∣甦醒傷害吸收．狂怒1000%∣無法控制|SI200SI239SI124
2257|暗屬技能封鎖∣暗弱化鎖定10%∣六重軌跡問號|SI122SI340SI224
2258|暗屬禁錮∣暗弱化鎖定20%∣軌跡問號|SI122SI340SI224
2259|1回水禁消|SI038
2260|1回火禁消|SI039
2261|1回木禁消|SI040
2262|1回光禁消|SI041
2263|1回暗禁消|SI042
2264|1回心禁消|SI043
2265|2回水禁消|SI038
2266|2回火禁消|SI039
2267|2回木禁消|SI040
2268|2回光禁消|SI041
2269|2回暗禁消|SI042
2270|2回心禁消|SI043
2271|先攻∣凍結十字∣無視減傷|SI160SI219SI251
2272|三屬強化首消禁光暗∣首攻扣血25%∣越攻越強∣無視減傷|SI246SI139SI124
2273|剋屬拼圖盾．限∣2秒轉珠|SI181SI165
2274|龍脈重置∣隱身10倍∣70%下回零化3倍|SI140SI250SI188SI169
2275|回復零化∣迷惑符石∣首消心追擊零化|SI156SI227SI118
2276|問號圍城∣9↑Combo追擊盾∣禁消心|SI224SI107SI043
2277|先攻∣雙重燃燒10%．攻後延伸∣火木防禦盾|SI160SI229SI002SI003
2278|首消5Combo盾∣軌跡燃燒800∣首攻轉CD2|SI159SI095SI229
2279|先攻．四重燃燒20%．攻後延伸∣火木防禦盾|SI160SI229SI002SI003
2280|首消7Combo盾∣軌跡燃燒5000∣首攻轉CD2|SI159SI087SI229
2281|突擊25%∣光外防禦90%∣光轉暗弱化鎖定10%∣首消全光盾|SI160SI004SI340SI034
2282|突擊25%∣光外防禦95%∣光轉暗弱化鎖定20%∣首消全光盾|SI160SI004SI340SI034
2283|下回自殘100%∣指定曹操．7回全體技能回復．魔族2倍攻|SI362SI125
2284|指定曹操．7回全體技能回復．魔族2倍攻∣隨機轉水∣首消水追擊零化|SI362SI125SI301SI047SI113
2285|雙重凍結∣2秒轉珠|SI219SI165
2286|三重凍結∣2秒轉珠∣水屬防禦75%|SI219SI165SI001
2287|凍結圍城．四重凍結∣2秒轉珠∣水屬防禦90%|SI219SI165SI001
2288|凍結圍城．延續圍城∣2秒轉珠∣水屬防禦95%|SI219SI165SI001
2289|軌跡燃燒500∣首消火零化|SI229SI002
2290|軌跡燃燒1000∣首消火傷害吸收∣火屬防禦75%|SI229SI002SI012
2291|軌跡燃燒2000∣首消火傷害吸收-反擊50%∣火屬防禦90%|SI229SI002SI012SI260
2292|燃燒20%橫縱輪轉∣首消火追擊零化∣火屬防禦95%|SI229SI002SI114
2293|雙重黏附∣5↑Combo盾|SI228SI103
2294|軌跡黏附∣6↑Combo追擊盾∣木屬防禦75%|SI228SI104SI003
2295|軌跡黏附．連∣7↑Combo追擊盾∣木屬防禦90%|SI228SI105SI003
2296|軌跡黏附．連∣首消隨機Combo追擊盾．強∣木屬防禦95%|SI228SI110SI003
2297|首回回復∣隨機轉火．五重鎖定．未消引爆10%|SI214SI302SI047SI168
2298|首回回復∣隨機轉火．五重鎖定．未消引爆20%|SI214SI302SI047SI168
2299|先攻∣迷惑符石|SI160SI227
2300|先攻∣迷惑符石∣首消木追擊零化|SI160SI227SI115
2301|先攻∣定點黏附∣迷惑符石∣首消木追擊零化|SI160SI228SI227SI115
2302|先攻∣雙重黏附∣迷惑符石∣首消木追擊零化|SI160SI228SI227SI115
2303|先攻∣定點黏附∣迷惑符石∣首消木傷害吸收|SI160SI228SI227SI013
2304|先攻∣雙重黏附∣迷惑符石∣首消木反擊100%．傷害吸收|SI160SI228SI227SI013SI260
2305|先攻∣黏附橫縱輪轉∣首消4C盾25%|SI160SI228SI094
2306|先攻∣黏附橫縱輪轉∣首消5C盾20%|SI160SI228SI095
2307|禁消木∣首回木圍城∣滅木暴怒|SI303SI040
2308|禁消木∣首回木圍城∣滅木暴怒∣無視減傷|SI303SI040SI251
2309|禁消木∣首回木圍城∣滅木暴怒∣無法控制|SI303SI040SI124
2310|首回隨機轉水∣消水敵回2%．水強敵回10%|SI301SI047SI212
2311|隨機轉水∣首消水傷害吸收|SI301SI047SI011
2312|首回隨機轉水．轉水弱化鎖定10%∣消水敵回2%．水強敵回10%|SI301SI047SI336SI212
2313|首回隨機轉水．轉水弱化鎖定20%∣消水敵回2%．水強敵回10%|SI301SI047SI336SI212
2314|回復變0∣隨機轉水∣首消水傷害吸收|SI156SI301SI047SI011
2315|附加消除重置∣1回減攻80%∣越戰越強．金|SI121SI123SI158SI188
2316|附加消除重置∣3回減攻80%∣越戰越強．金|SI121SI123SI158SI188
2317|附加消除重置∣5回減攻80%∣越戰越強．金|SI121SI123SI158SI188
2318|附加消除重置∣1回減攻20%∣不倒意志30%．1血補滿．增血攻200%|SI121SI123SI158SI261
2319|附加消除重置∣3回減攻80%∣不倒意志30%．1血補滿．增血攻300%|SI121SI123SI158SI261
2320|附加消除重置∣5回減攻80%∣不倒意志30%．1血補滿．增血攻300%|SI121SI123SI158SI261
2321|附加消除重置∣不倒意志30%．1血回30%．連擊增攻500%∣30%以下弱化鎖定圍城20%|SI121SI123SI158SI261
2322|永久禁錮魔外封鎖．攻∣剋屬盾．棄攻轉屬|SI122SI157SI048
2323|永久禁錮魔外封鎖．攻∣剋屬盾．棄攻轉屬．剋屬禁消|SI122SI157SI048
2324|永久禁錮魔神外封鎖．攻∣剋屬盾．棄攻轉屬|SI122SI157SI048
2325|永久禁錮魔神外封鎖．攻∣剋屬盾．棄攻轉屬．剋屬禁消|SI122SI157SI048
2326|永久禁錮人獸神封鎖．攻∣剋屬盾．棄攻轉屬|SI122SI157SI048
2327|永久禁錮人獸神封鎖．攻∣剋屬盾．棄攻轉屬．剋屬禁消|SI122SI157SI048
2328|永久禁錮龍魔妖封鎖．攻∣剋屬盾．棄攻轉屬|SI122SI157SI048
2329|永久禁錮龍魔妖封鎖．攻∣剋屬盾．棄攻轉屬．剋屬禁消|SI122SI157SI048
2330|X形燃燒10%∣首消全水盾∣越攻越強|SI229SI031SI188
2331|X形燃燒10%∣首消全火盾∣越攻越強|SI229SI032SI188
2332|X形燃燒20%∣首消全水盾∣越攻越強|SI229SI031SI188
2333|X形燃燒20%∣首消全火盾∣越攻越強|SI229SI032SI188
2334|生命倒數．6回∣隨機始終盾∣轉珠技無效|SI134SI183SI058
2335|生命倒數．4回∣隨機始終盾∣轉珠技無效|SI134SI183SI058
2336|6回致命步伐1000∣首消3Combo追擊盾25%∣無法控制|SI274SI095SI124
2337|4回致命步伐1000∣首消5Combo追擊盾25%∣無法控制|SI274SI095SI124
2338|無法控制∣復活滅心3次．劇毒20-40-80%|SI124SI216SI136
2339|無法控制∣復活滅心3次．劇毒30-60-90%|SI124SI216SI136
2340|人類剋制．全員禁錮∣首消光傷害吸收．反擊100%|SI081SI122SI161SI227
2341|人類剋制．全員禁錮．技能重置∣首消光傷害吸收．反擊100%|SI081SI122SI121SI161SI227
2342|5回回復力減弱70%∣自殘20%∣迷惑符石|SI233SI161SI227
2343|4回回復力減弱70%∣自殘25%∣迷惑符石|SI233SI161SI227
2344|首回九重．每回三重追擊風化∣暗外防禦90%|SI221SI005
2345|首回六重．每回雙重追擊風化∣暗外防禦75%|SI221SI005
2346|首回九重．每回三重追擊風化6000∣暗外防禦90%|SI221SI005
2347|首回六重．每回雙重追擊風化6000∣暗外防禦75%|SI221SI005
2348|首回九重．每回三重追擊風化15000∣暗外防禦90%|SI221SI005
2349|首回六重．每回雙重追擊風化15000∣暗外防禦75%|SI221SI005
2350|隱身∣隱攻．1回技能封鎖．98回扣血70%|SI250SI158SI129
2351|隱身∣隱攻．3回技能封鎖．98回扣血70%|SI250SI158SI129
2352|隱身∣隱攻．5回技能封鎖．98回扣血70%|SI250SI158SI129
2353|全暗電擊∣首消暗追擊零化|SI305SI236SI117
2354|黑白符石∣越攻越強∣首消暗傷害吸收|SI215SI188SI015
2355|技能重置∣隨機始終盾|SI121SI183
2356|技能重置∣2秒轉珠|SI121SI165
2357|技能重置∣雙重水電擊|SI121SI301SI236
2358|技能重置∣雙重火電擊|SI121SI302SI236
2359|技能重置∣雙重木電擊|SI121SI303SI236
2360|技能重置∣雙重光電擊|SI121SI304SI236
2361|技能重置∣雙重暗電擊|SI121SI305SI236
2362|技能重置∣定點黏附|SI121SI228
2363|技能重置∣雙重黏附|SI121SI228
2364|技能重置∣軌跡燃燒500|SI121SI229
2365|技能重置∣軌跡燃燒1000|SI121SI229
2366|技能重置∣燃燒20%|SI121SI229
2367|技能重置∣雙重燃燒20%|SI121SI229
2368|技能重置∣首消4Combo盾|SI121SI094
2369|技能重置∣首消5Combo盾|SI121SI095
2370|技能重置∣首消6Combo盾|SI121SI096
2371|技能重置∣首消7Combo盾|SI121SI087
2372|技能重置∣迷惑符石|SI121SI227
2373|技能重置∣風化．轉|SI121SI221
2374|技能重置∣隱藏符石5∣15%|SI121SI224
2375|技能重置∣風化．先|SI121SI221
2376|技能重置∣雙重風化．先|SI121SI221
2377|突擊25%∣攻後轉直水|SI160SI011
2378|突擊25%∣攻後轉直水∣2秒轉珠|SI160SI011SI165
2379|突擊25%∣攻後轉直水弱化鎖定10%∣2秒轉珠|SI160SI011SI336SI165
2380|突擊25%∣攻後轉直水弱化鎖定20%∣2秒轉珠|SI160SI011SI336SI165
2381|突擊25%∣攻後轉直水∣首消水追擊零化|SI160SI011SI113
2382|突擊25%∣攻後轉直水∣首消水追擊零化∣2秒轉珠|SI160SI011SI113SI165
2383|突擊25%∣攻後轉直水∣2秒轉珠∣血弱70%-2倍狂暴|SI160SI011SI165SI188
2384|突擊25%∣攻後轉直水∣2秒轉珠∣血弱70%-3倍狂暴|SI160SI011SI165SI188
2385|突擊25%∣攻後轉直水∣2秒轉珠∣血弱70%-5倍狂暴|SI160SI011SI165SI188
2386|突擊25%∣攻後轉直水∣越戰越強-銀|SI160SI301SI047SI188
2387|突擊25%∣攻後轉直水∣越戰越強-金|SI160SI011SI188
2388|首回全心凍結∣雙重凍結|SI219
2389|首回全心凍結∣三重凍結|SI219
2390|首回全心凍結∣四重凍結|SI219
2391|首回全心冰封∣雙重凍結|SI219
2392|首回全心冰封∣三重凍結|SI219
2393|首回全心冰封∣四重凍結|SI219
2394|首回全心凍結∣雙重凍結∣無法控制|SI219SI124
2395|首回全心凍結-每回三重凍結 ‧ 無法控制 |SI219SI124
2396|首回全心凍結∣三重凍結∣無法控制|SI219SI124
2397|首回全心冰封∣雙重凍結∣無法控制|SI219SI124
2398|首回全心冰封∣三重凍結∣無法控制|SI219SI124
2399|首回全心冰封∣四重凍結∣無法控制|SI219SI124
2400|首回全心冰封．機械外技能重置∣人類-攻擊提升|SI219SI121SI069
2401|3回減攻50%∣越戰越強-銀|SI158SI188
2402|3回減攻70%∣越戰越強-銀|SI158SI188
2403|3回減攻99%∣越戰越強-銀|SI158SI188
2404|3回減攻50%∣越戰越強-金|SI158SI188
2405|3回減攻70%∣越戰越強-金|SI158SI188
2406|3回減攻99%∣越戰越強-金|SI158SI188
2407|3回減攻50%∣5↑Combo追擊盾|SI158SI103
2408|5回減攻70%∣7↑Combo追擊盾|SI158SI105
2409|5回減攻99%∣9↑Combo追擊盾|SI158SI107
2410|3回減攻99%∣越戰越強-金∣龍類-攻擊提升|SI158SI188SI071
2411|四重軌跡隱藏 ‧ 首消暗攻擊無效|SI224SI257
2411|四重軌跡問號∣首消暗攻擊無效|SI224SI257
2412|六重軌跡隱藏 ‧ 首消暗傷害吸收|SI224SI015
2412|六重軌跡問號∣首消暗傷害吸收|SI224SI015
2413|軌跡問號∣首消暗傷害吸收-反擊50%|SI224SI015SI260
2414|軌跡隱藏 ‧ 首消暗傷害吸收-反擊100%|SI224SI015SI260
2414|軌跡問號∣首消暗傷害吸收-反擊100%|SI224SI015SI260
2415|附加消除重置∣9↑Combo追擊盾∣隨機始終盾|SI121SI123SI107SI183
2416|心拼圖盾．限∣首攻扣血50%∣越攻越強|SI306SI181SI139
2417|突擊10%∣雙重風化．先∣強化盾|SI160SI221SI254
2418|突擊25%∣三重風化．先∣強化盾|SI160SI221SI254
2419|迷惑符石∣首消暗傷害吸收∣首消隨機Combo追擊盾|SI227SI015SI110
